cas_confirmes;cas_confirmes_ehpad;deces;deces_ehpad;reanimation;hospitalises;gueris
;;1;;;;
;;1;;;;
14;;;;;;
18;;1;;;;
92;;2;;;;8
23;;1;;;3;
3;;;;;;
54;;5;;;;
7;;;;;;
6;;;;;;
8;;;;;;
9;;;;;;
2;;;;;;
44;;;;;;
;;1;;;;
;;1;;;;
5;;;;;;
7;;;;;;
1;;;;;1;
4499;;91;;;;
4500;;91;;300;;
5;;;;;;
3;;;;;;
10;;;;;;
7;;0;;;;3
7;;;;;;
6;;;;;;
1;;;;;1;
1;;;;;;
1240;;;;155;;
949;;;;;;
54;;;;;;
54;;;;;;
340;;6;;20;;
339;;;;;;
127;;1;;;12;
127;;;;;;
463;;29;;;;
466;;;;;;
1085;;24;;;;
1085;;;;;;
82;;;;;;4
82;;;;;;
178;;3;;;;
182;;;;;;
133;;;;;;2
130;;;;;;
210;;;;17;;3
214;;;;;;
449;;12;;;;8
454;;;;;;
281;;;;;;
106;;5;;2;;
106;;;;;;
143247;;5407;;;;
153000;;5800;;;;72000
9;;;;;;
3;;;;;;1
3;;;;;;
2;;;;;;2
2;;;;;;
3;;0;;;1;
52;;0;;;;
4;;0;;;;
24;;0;;;;
1;;;;;;
1;;;;;;
7;;;;;;
32;;;;;;
16;;;;;;
57;;0;;;4;
0;;0;;;;
4;;;;;;
25;;;;;;1
5;;;;;;
4;;;;;;
4;;0;;;;
2;;;;;;
7;;;;;;
;;1;;;;
46;;1;;;;
25;;0;;;5;
34;;;;;;
34;;0;;;;
93;;5;;2;;
22;;0;;;;
23;;;;;;
40;;;;;;
7;;;;;;
19;;1;;;;
99;;;;;;
43;;;;;;
43;;0;;;;
34;;0;;;;
;;1;;;;
4;;;;;;
64;;1;;;;
7;;0;;;;
39;;;;;;
3;;;;;;
41;;;;;;
3;;;;;;
27;;;;;;
28;;0;;;1;
22;;;;;;
3;;;;;;
5;;;;;;
60;;;;;;
10;;;;;;
114;;;;;;
114;;3;;;;
197;;;;;;
;;0;;;;
3;;0;;;1;
19;;0;;;;
18;;;;;;1
5;;;;;;
11;;;;;;
323;;;;;;
688;;;;;;
136;;7;;;;
;;1;;;;
;;1;;;;
19;;;;;;
22;;1;;;;
115;;2;;;;8
30;;1;;;8;
3;;;;;;
7;;;;;;
7;;;;;;
9;;;;;;
10;;1;;;;
2;;;;;;
59;;;;;;
;;1;;;;
;;1;;;;
5;;;;;;
11;;;;;;
5423;;127;;;;
5423;;127;;;400;
5;;;;;;
6;;;;;;
15;;;;;;
11;;0;;;;3
7;;;;;;
9;;;;;;
1;;;;;;
1209;;;;;;
71;;;;;;
412;;6;;25;;
412;;;;;;
143;;1;;;19;
143;;;;;;
507;;;;;;
1378;;45;;;;
1378;;;;;;
99;;;;;;4
98;;;;;;
195;;3;;;;
207;;;;;;
152;;2;;;;2
144;;;;;;
254;;1;;23;;3
243;;;;;;
523;;18;;;;8
523;;;;;;
330;;;;;;
115;;5;;2;;
115;;;;;;
151363;;5758;;;;
3;;;;;;
2;;;;;;
3;;0;;;1;
59;;1;;;;
;;4;;;;
5;;0;;;;
29;;0;;;;
1;;;;;;
2;;;;;;
12;;;;;;
34;;;;;;
16;;;;;;
0;;0;;;;
4;;;;;;
27;;;;;;
5;;0;;;;
5;;;;;;
5;;;;;;
5;;0;;;;
2;;;;;;
7;;;;;;
;;1;;;;
69;;1;;;;
25;;0;;;;
35;;;;;;
35;;0;;;;
102;;7;;2;;
24;;0;;;;
27;;;;;;
47;;;;;;
9;;;;;;
24;;1;;;;
109;;;;;;
44;;;;;;
44;;0;;;;
1;;0;;;;
22;;0;;;;
35;;1;;;;
;;1;;;;
5;;;;;;
5;;0;;;;
76;;1;;;;
7;;0;;;;
32;;0;;;;
3;;;;;;
44;;;;;;
3;;;;;;
37;;;;;;
3;;;;;;
66;;;;;;
10;;;;;;
129;;;;;;
129;;3;;;;
222;;;;;;
;;0;;;;
;;0;;;;
;;28;;;;
;;1;;;;
20;;0;;;;
18;;;;;;
6;;;;;;
11;;;;;;
354;;;;;;
688;;;;;;
164;;10;;;;
;;1;;;;
;;1;;;;
26;;1;;;;
126;;5;;;;
4;;;;;;
;;6;;;;
10;;;;;;
7;;;;;;
14;;1;;;;
2;;;;;;
61;;;;;;
;;1;;;;
;;1;;;;
18;;;;1;2;
16;;0;;;;
6633;;148;;;;
18;;;;1;2;
18;;;;;;
16;;;;1;1;
16;;;;;;
11;;;;;;
9;;;;;;
1;;;;;;
1762;;;;;;
90;;;;;;
90;;;;;;
507;;6;;28;146;25
507;;;;;;
156;;;;;;
587;;39;;;;
585;;;;;;
1543;;51;;;;
1543;;;;;;
109;;0;;;;
108;;;;;;
213;;3;;;;
233;;;;;;
179;;2;;;;2
178;;;;;;
284;;3;;23;;3
262;;;;;;
617;;20;;;;
618;;;;;;
405;;;;;;
126;;7;;2;;0
126;;;;;;
167414;;6507;;;;
12;;;;;;
3;;;;;;1
3;;;;;;
3;;;;;;2
3;;;;;;
3;;0;;;1;
0;;;;;;
75;;3;;;;
;;4;;;;
7;;0;;;;
7;;0;;;;
25;;0;;;;
104;;;;;;
40;;0;;;;
3;;;;;;
2;;;;;;
14;;;;;;
38;;;;;;
16;;;;;;
237;;;;;;
1;;0;;;;
4;;;;;;
30;;;;;;
6;;0;;;;
5;;;;;;
11;;;;;;
11;;0;;;;
4;;;;;;
7;;;;;;
71;;1;;;;
28;;1;;;;
43;;;;;;
43;;0;;;;
121;;;;;;
24;;;;;;
32;;;;;;
48;;;;;;
9;;;;;;
34;;1;;;;
119;;;;;;
50;;;;;;
50;;0;;;;
1;;0;;;;
25;;0;;;;
44;;1;;;;
10;;;;;;
9;;0;;;;
87;;1;;;;
7;;0;;;;
34;;0;;;;
3;;;;;;
47;;;;;;
8;;;;;;
37;;;;;;
7;;;;;;
85;;;;;;
18;;;;;;
132;;;;;;
132;;3;;;;
295;;;;;;
;;0;;;;
;;34;;;;
;;1;;;;
26;;0;;;;
20;;;;;;
6;;;;;;
14;;;;;;
376;;;;;;
700;;;;;;
181;;12;;;;
26;;1;;;;
141;;5;;;;
5;;;;;;
;;7;;;;
11;;;;;;
7;;;;;;
95;;;;;;
13;;0;;;;
21;;1;;;;
3;;;;;;
66;;;;;;
27;;;;2;3;
3;;;;;3;
7730;;175;;;;
7730;;175;;699;2579;602
27;;;;2;3;
27;;;;;;
19;;;;;;
11;;;;;;
12;;;;;;
3;;;;;3;
3;;;;;;
2177;;;;;;
103;;1;;;;
103;;;;;;
;;10;;31;156;
549;;;;;;
174;;;;;;
613;;46;;;;
612;;;;;;
1820;;61;;;;
1820;;;;;;
;;1;;13;;
126;;;;;;
236;;3;;;;
247;;;;;;
207;;2;;;;2
200;;;;;;
313;;5;;32;80;
311;;;;;;
706;;24;;;;
710;;;;;;
481;;4;;22;128;
478;;;;;;
145;;;;;;
145;;;;;;
180160;;7103;;;;
190000;;7500;;;;80000
14;;;;;;
3;;;;;;1
3;;;;;;
4;;;;;;2
4;;;;;;
6;;0;;;2;
77;;3;;;;
;;0;;0;2;1
;;9;;;;
;;11;;10;41;18
9;;0;;;;
;;0;;0;4;1
7;;;;;;
;;0;;1;3;2
32;;;;;;
;;0;;1;8;9
110;;;;;;
;;2;;1;25;47
47;;0;;;;
;;0;;1;12;0
;;0;;0;0;1
2;;;;;;
;;0;;1;1;2
;;0;;0;5;0
42;;;;;;
;;3;;7;8;9
22;;;;;;
;;0;;2;7;1
303;;;;;;
;;4;;11;98;59
71;;0;;;;
;;0;;1;4;0
5;;0;;;;
;;0;;1;2;0
4;;;;;;
;;0;;0;1;0
32;;;;;;
;;0;;2;5;2
6;;0;;;;
;;0;;0;0;0
7;;;;;;
;;0;;0;0;0
;;0;;16;60;4
12;;;;;;
;;0;;1;1;3
4;;;;;;
;;0;;0;0;0
7;;;;;;
;;0;;1;2;1
;;1;;3;26;8
77;;2;;;;
;;0;;2;17;0
29;;0;;;;
;;0;;0;0;0
34;;1;;;;
;;1;;3;5;0
51;;;;;;
;;0;;5;13;3
128;;;;;;
;;0;;0;0;0
24;;;;;;
;;0;;0;0;0
39;;;;;;
;;0;;3;5;6
57;;;;;;
;;0;;5;23;11
12;;;;;;
;;0;;1;1;0
42;;1;;;;
;;1;;4;7;3
137;;;;;;
;;2;;15;37;18
55;;;;;;
;;0;;3;7;0
4;;0;;;;
;;0;;0;0;0
36;;0;;;;
;;0;;1;4;0
58;;1;;;;
;;1;;2;18;0
;;0;;1;2;1
10;;;;;;
;;0;;0;0;0
11;;0;;;;
;;0;;0;0;0
120;;1;;;;
;;1;;10;31;3
7;;0;;;;
;;0;;1;1;5
;;1;;3;18;7
37;;0;;;;
;;0;;1;5;0
4;;;;;;
;;0;;0;0;1
53;;;;;;
;;0;;4;10;1
8;;;;;;
;;0;;0;1;0
;;0;;1;12;26
42;;0;;;;
;;0;;0;7;1
;;1;;7;35;6
;;1;;0;4;0
;;0;;0;4;2
;;5;;19;42;1
;;0;;3;11;0
134;;;;;;
;;7;;14;39;63
;;16;;34;169;11
;;0;;0;0;0
;;1;;;;
;;3;;26;106;16
;;35;;;;
;;6;;22;94;18
9;;0;;;;
;;0;;0;4;2
;;1;;;;
;;0;;9;22;16
31;;0;;;;
;;0;;2;10;3
21;;;;;;
;;0;;0;5;0
7;;;;;;
;;0;;0;0;0
26;;;;;;
;;0;;5;9;1
;;15;;58;210;4
;;74;;77;371;116
220;;13;;;;
;;0;;8;36;10
;;0;;4;14;2
;;5;;0;35;4
;;0;;0;9;1
34;;1;;;;
;;0;;0;8;3
161;;6;;;;
;;5;;8;31;43
;;14;;105;359;40
57;;3;;;;
;;3;;3;30;3
;;0;;13;25;10
;;5;;18;69;5
6;;;;;;
;;0;;1;2;2
;;9;;;;
;;1;;20;50;9
13;;;;;;
;;0;;0;2;2
8;;;;;;
;;1;;0;1;0
103;;;;;;
;;0;;7;23;78
15;;;;;;
;;1;;3;9;7
;;0;;0;1;0
25;;1;;;;
;;1;;0;7;0
4;;;;;;
;;0;;0;2;2
;;8;;6;32;7
;;0;;0;6;1
;;0;;9;25;0
;;1;;16;51;0
;;4;;48;149;22
;;5;;33;92;15
;;5;;32;122;16
;;2;;29;90;21
;;0;;0;0;0
;;1;;5;16;0
15;;0;;;;5
;;0;;0;0;0
;;0;;2;2;0
3;;;;;3;
;;0;;0;0;0
9134;;244;;;;
9134;;264;;931;3626;1000
;;218;;771;2972;816
33;;;;;;
;;0;;0;0;0
23;;;;;;
;;1;;5;16;0
15;;0;;;;5
11;;;;;;
;;0;;0;0;0
14;;;;;;
;;0;;2;2;0
3;;;;;3;
3;;;;;;
;;0;;0;0;0
2693;;;;;;
;;36;;294;957;129
128;;1;;;;
128;;;;;;
;;1;;5;14;0
;;20;;43;170;
593;;;;;;
;;6;;33;168;20
208;;3;;;45;
208;;;;;;
;;3;;4;45;6
668;;55;;;;
665;;;;;;
;;21;;87;313;77
2163;;;;;;
;;120;;204;879;146
;;;;13;;
128;;;;;;
;;1;;4;44;36
252;;7;;25;;
273;;;;;;
;;7;;23;60;69
242;;2;;;;
237;;;;;;
;;2;;12;41;11
389;;10;;37;99;
371;;;;;;
;;6;;39;95;51
858;;27;;;;
858;;;;;;
;;7;;35;172;69
566;;7;;33;178;
574;;;;;;
;;7;;24;166;202
152;;;;;;
152;;;;;;
;;0;;0;0;0
194213;;7869;;;;
212000;;8724;;;;
28;;;;;;
3;;;;;;1
3;;;;;;
4;;;;;;2
4;;;;;;
11;;0;;;2;
84;;5;;;;
;;0;;0;2;1
;;13;;;;
;;19;;15;43;33
10;;0;;;;
;;0;;0;0;7
8;;;;;;
;;0;;1;3;3
31;;;;;;
;;0;;1;10;10
133;;;;;;
;;2;;5;33;48
48;;0;;;;
;;0;;2;11;0
;;0;;0;0;1
3;;;;;;
;;0;;1;1;2
;;0;;1;6;0
44;;;;;;
;;6;;11;18;8
29;;;;;;
;;1;;2;9;2
377;;;;;;
;;4;;20;128;97
76;;0;;;;
;;0;;1;4;1
10;;0;;;;
;;0;;1;3;0
5;;;;;;
;;0;;0;0;2
33;;;;;;
;;0;;2;7;2
8;;0;;;;
;;0;;0;0;0
12;;;;;;
;;0;;0;1;0
;;2;;19;53;28
16;;;;;;
;;0;;1;2;3
5;;;;;;
;;0;;0;0;0
7;;;;;;
;;0;;1;2;1
;;2;;11;33;10
86;;3;;;;
;;0;;8;32;2
35;;1;;;;
;;1;;1;1;0
41;;1;;;;
;;1;;4;11;0
60;;;;;;
;;0;;5;17;6
138;;;;;;
;;1;;0;1;1
26;;;;;;
;;0;;0;0;0
44;;;;;;
;;1;;1;4;7
72;;;;;;
;;1;;6;26;13
14;;;;;;
;;0;;3;3;0
54;;1;;;;
;;2;;5;7;7
171;;;;;;
;;4;;18;49;21
58;;;;;;
;;0;;8;16;15
5;;0;;;;
;;0;;0;3;0
41;;0;;;;
;;0;;3;6;0
66;;1;;;;
;;1;;2;22;3
;;0;;1;2;1
14;;;;;;
;;0;;0;0;0
12;;0;;;;
;;0;;0;2;1
145;;2;;;;
;;3;;18;48;8
8;;0;;;;
;;0;;1;1;5
;;1;;6;24;9
50;;0;;;;
;;0;;3;9;0
4;;;;;;
;;0;;0;0;1
59;;;;;;
;;0;;1;10;1
8;;;;;;
;;0;;0;1;0
;;0;;3;16;28
44;;0;;;;
;;0;;0;6;2
;;2;;7;39;14
;;1;;0;4;0
;;0;;1;5;3
;;6;;23;54;1
;;0;;3;35;4
134;;;;;;
;;9;;12;42;53
;;19;;46;194;15
;;0;;0;0;0
;;3;;;;
;;5;;35;138;36
;;39;;;;
;;14;;21;109;23
9;;0;;;;
;;0;;0;2;3
;;1;;;;
;;0;;11;30;25
34;;0;;;;
;;0;;1;9;4
27;;1;;;;
;;0;;0;9;1
11;;;;;;
;;0;;1;2;0
35;;;;;;
;;3;;11;19;3
;;18;;82;302;13
;;91;;73;437;131
267;;20;;;;
;;12;;33;210;48
;;0;;3;14;3
;;5;;3;48;7
;;0;;0;8;5
47;;1;;;;
;;0;;2;10;5
199;;7;;;;
;;6;;11;37;49
;;22;;122;453;62
77;;4;;;;
;;4;;4;33;3
;;0;;13;48;15
;;6;;20;92;7
7;;;;;;
;;0;;1;3;3
;;13;;;;
;;2;;23;74;12
14;;;;;;
;;0;;1;5;2
11;;;;;;
;;1;;0;1;0
124;;;;;;
;;2;;13;27;86
17;;;;;;
;;1;;4;12;9
;;0;;1;5;5
33;;1;;;;
;;1;;0;7;0
8;;;;;;
;;0;;1;6;2
;;11;;6;38;8
;;2;;1;5;1
;;3;;9;39;0
;;1;;22;82;4
;;7;;54;206;31
;;5;;45;143;21
;;10;;47;182;41
;;5;;37;150;32
45;;;;3;8;
;;0;;0;0;0
;;1;;5;17;0
15;;0;;;;5
;;0;;0;0;0
;;0;;2;2;0
4;;;;;3;
;;0;;0;0;0
10995;;372;;;;
10995;;372;;1122;4461;1300
;;327;;1002;4073;1180
45;;;;3;8;
45;;;;;;
;;0;;0;0;0
32;;;;7;;
32;;;;;;
;;1;;5;17;0
15;;0;;;;5
15;;;;;;
;;0;;0;0;0
19;;;;;;
;;0;;2;2;0
4;;;;;3;
6;;;;;;
;;0;;0;0;0
3384;;;;;;
;;56;;360;1356;213
157;;1;;;;
157;;;;;;
;;1;;10;31;1
;;23;;60;192;
696;;;;;;
;;14;;47;194;50
241;;5;;;46;
241;;;;;;
;;5;;6;46;9
719;;69;;;;
700;;;;;;
;;40;;105;394;129
;;93;;300;1169;213
2643;;;;;;
;;148;;241;1109;187
;;3;;23;;
160;;;;;;
;;1;;11;58;50
268;;10;;26;85;
297;;;;;;
;;9;;26;77;77
305;;3;;;;
280;;;;;;
;;3;;11;52;19
472;;17;;62;155;
444;;;;;;
;;17;;55;138;59
1014;;39;;;;
1014;;;;;;
;;22;;79;385;132
690;;9;;44;178;
693;;;;;;
;;9;;44;213;253
164;;;;;;
162;;;;;;
;;1;;0;1;1
213254;;8843;;;;
235000;;9785;;;;84000
45;;;;;;
3;;;;;;
4;;;;;;
15;;0;;;1;
;;0;;0;2;1
;;18;;;;
;;24;;19;52;40
;;0;;0;1;10
15;;;;;;
;;0;;1;3;3
34;;;;;;
;;0;;1;13;10
142;;;;;;
;;4;;7;43;61
;;1;;3;15;3
;;0;;1;1;1
;;0;;1;2;
;;0;;1;2;2
;;0;;2;12;0
;;8;;11;26;
;;8;;11;26;13
;;1;;2;12;
;;1;;2;12;3
408;;;;;;
;;4;;26;174;108
85;;1;;;4;
;;1;;1;4;3
;;0;;1;4;0
6;;;;;;
;;0;;0;1;2
38;;;;;;
;;0;;3;9;2
11;;0;;;;
;;0;;0;0;0
15;;;;;;
;;0;;0;1;0
;;3;;31;82;37
21;;;;;;
;;1;;0;5;3
9;;;;;;
;;0;;0;0;0
8;;;;;;
;;0;;3;3;2
;;4;;15;43;13
;;2;;9;38;2
36;;1;;;4;
;;1;;1;4;0
46;;1;;;;
;;1;;2;12;0
79;;;;;;
;;1;;4;20;6
142;;;;;;
;;3;;14;60;10
26;;;;;;
;;0;;0;6;23
;;1;;1;8;
;;1;;1;8;7
;;2;;11;37;
;;2;;10;35;16
;;0;;3;3;
;;0;;3;3;0
63;;1;;;;
;;2;;5;10;12
;;5;;21;61;
;;4;;21;61;24
72;;;;;;
;;1;;9;20;17
9;;0;;;;
;;0;;1;4;0
49;;0;;;;
;;1;;5;12;0
;;1;;2;27;10
;;0;;1;6;2
15;;;;;;
;;0;;0;0;0
20;;0;;;;
;;0;;0;4;0
;;4;;17;63;9
;;0;;2;2;6
;;1;;10;30;11
84;;0;;;;
;;0;;5;26;2
;;0;;0;0;
;;0;;0;0;2
63;;;;;;
;;0;;1;10;1
;;0;;0;1;
;;0;;0;1;0
;;0;;4;22;38
47;;0;;;12;
;;0;;4;12;2
;;2;;11;54;26
;;4;;0;8;5
;;0;;2;7;3
;;7;;26;65;2
;;0;;5;46;6
134;;;;;;
;;9;;12;49;29
;;23;;61;257;24
;;0;;1;1;0
;;4;;;;
;;5;;39;112;35
;;44;;;;
;;18;;28;123;30
10;;0;;;4;
;;0;;1;3;4
;;1;;;;
;;1;;20;50;35
;;0;;1;4;9
32;;1;;;;
;;1;;0;8;2
;;0;;1;2;
;;0;;1;2;0
;;5;;15;26;
;;4;;15;26;3
;;28;;92;366;42
;;105;;91;509;170
;;19;;41;236;68
;;0;;6;26;5
;;8;;5;53;10
;;0;;0;8;5
;;0;;2;17;8
;;6;;9;54;53
;;30;;145;575;98
109;;5;;;46;
;;5;;6;48;5
;;2;;31;79;21
;;12;;33;136;16
8;;;;;;
;;0;;1;5;8
;;14;;;;
;;3;;30;95;16
;;0;;1;6;
;;0;;1;6;3
;;1;;0;1;
;;1;;0;1;0
132;;;;;;
;;2;;17;35;88
24;;;;;;
;;1;;3;13;10
;;0;;1;6;5
34;;1;;;;
;;1;;0;11;0
12;;;;;;
;;0;;2;7;2
;;14;;5;46;8
;;2;;3;10;1
;;5;;9;49;0
;;3;;28;122;7
;;11;;74;254;50
;;19;;62;201;35
;;12;;60;226;67
;;10;;51;192;56
51;;1;;4;11;
;;0;;0;0;0
;;1;;5;19;0
18;;0;;;;6
;;0;;0;0;0
;;0;;2;2;0
6;;;;1;4;
;;0;;0;0;0
12612;;450;;1297;5226;
12612;;450;;1297;5226;1587
;;450;;1297;5226;1587
51;;1;;4;11;
51;;;;;;
;;0;;0;0;0
35;;;;7;;
32;;;;;;
;;1;;5;19;0
18;;0;;;;6
15;;;;;;
;;0;;0;0;0
38;;;;;;
;;0;;2;2;0
6;;;;1;4;
7;;;;;;
;;0;;0;0;0
3818;;;;;;
;;99;;484;1785;350
219;;1;;10;;
219;;;;;;
;;2;;13;58;2
;;28;;73;240;
770;;;;;;
;;22;;71;270;68
287;;7;;;70;
287;;;;;;
;;7;;13;71;14
740;;81;;;;
759;;;;;;
;;51;;136;432;156
;;105;;352;1551;284
3006;;;;;;
;;183;;294;1364;284
161;;3;;25;;
190;;;;;;
;;1;;17;73;62
306;;12;;27;96;
346;;;;;;
;;12;;25;94;55
406;;3;;;;
432;;;;;;
;;4;;15;65;31
520;;23;;67;185;
537;;;;;;
;;21;;66;183;73
1101;;;;;;
;;33;;87;463;179
755;;11;;59;;
826;;;;;;
;;11;;55;281;280
168;;;;;;
168;;;;;;
;;3;;14;66;33
242488;;9885;;;;
255000;;11000;;;;87000
47;;;;2;;1
3;;;;;;1
3;;;;;;
5;;;;;1;2
5;;;;;;
17;;0;;;1;
4;;;;;;
92;;5;;;;
;;0;;0;4;1
;;19;;;;
;;25;;20;61;49
18;;0;;;;
;;0;;0;5;10
17;;;;;;
;;0;;1;4;3
35;;;;;;
;;0;;1;13;10
174;;;;;;
;;6;;7;46;61
55;;2;;;;
;;1;;3;15;3
;;0;;1;3;1
;;0;;1;2;
;;0;;1;2;3
;;0;;2;12;0
;;11;;9;24;
;;9;;9;26;13
;;1;;2;9;
;;1;;2;11;4
572;;;;;;
;;4;;33;203;128
99;;1;;;9;
;;1;;3;6;3
12;;0;;;;
;;0;;1;5;0
7;;;;;;
;;0;;1;3;2
42;;1;;;;
;;0;;4;11;2
11;;0;;;;
;;0;;0;0;0
18;;1;;;;
;;0;;0;1;0
;;3;;30;79;45
27;;;;;;
;;1;;1;7;3
12;;;;;;
;;0;;0;1;0
10;;;;;;
;;0;;3;4;2
;;6;;21;48;19
93;;6;;;;
;;2;;9;43;2
40;;0;;;7;
;;0;;3;7;0
51;;2;;;;
;;1;;2;13;1
91;;;;;;
;;1;;2;20;6
;;4;;14;62;12
;;0;;0;6;23
;;1;;1;7;
;;1;;1;7;11
;;2;;14;52;
;;2;;14;51;17
;;0;;3;4;
;;0;;3;4;0
73;;3;;;;
;;2;;15;39;12
;;5;;24;67;
;;4;;22;65;33
84;;;;;;
;;1;;10;20;18
15;;0;;;;
;;0;;2;5;0
61;;0;;;;
;;1;;4;12;1
103;;1;;;;
;;1;;2;30;13
;;0;;1;7;2
18;;;;;;
;;0;;0;0;0
24;;0;;;;
;;0;;0;4;0
174;;5;;;;
;;6;;18;71;12
11;;0;;;;
;;0;;2;4;6
;;1;;11;38;12
92;;0;;;;
;;0;;6;30;3
;;0;;0;1;
;;0;;0;1;5
64;;;;;;
;;0;;1;13;1
;;0;;0;1;
;;0;;0;1;0
;;2;;6;22;35
63;;0;;;17;
;;0;;4;15;2
;;2;;16;67;27
;;4;;0;9;5
;;0;;2;7;3
;;9;;35;76;2
;;1;;6;60;7
157;;;;;;
;;12;;11;62;28
;;25;;64;286;34
;;0;;1;1;0
;;4;;;;
;;5;;43;79;17
;;49;;;;
;;18;;28;138;43
15;;0;;;4;
;;0;;1;4;3
;;2;;;;
;;1;;18;44;27
47;;0;;;;
;;0;;1;4;10
40;;1;;;;
;;1;;1;10;2
;;0;;1;5;
;;0;;1;5;0
;;5;;15;25;
;;5;;15;25;3
;;31;;108;420;51
;;121;;94;517;196
337;;28;;;;
;;21;;41;272;71
;;0;;6;26;5
;;10;;6;50;14
;;0;;0;9;5
71;;2;;;;
;;0;;2;18;8
240;;8;;;;
;;7;;9;54;56
;;36;;165;649;122
128;;6;;;61;
;;5;;10;60;6
;;3;;36;89;21
;;14;;39;174;30
10;;;;;;
;;0;;1;5;8
;;17;;;;
;;7;;35;102;21
;;1;;1;8;
;;1;;1;8;3
;;1;;1;3;
;;1;;1;3;0
159;;;;;;
;;2;;19;40;98
32;;;;;;
;;1;;5;20;10
;;0;;2;4;7
48;;1;;;;
;;1;;0;12;1
15;;;;;;
;;1;;2;8;2
;;16;;6;55;8
;;2;;3;11;1
;;6;;11;61;2
;;5;;35;151;8
;;17;;81;298;71
;;20;;66;220;37
;;13;;67;268;79
;;14;;56;238;70
56;;0;;5;14;
;;0;;0;0;0
;;1;;5;19;0
19;;0;;;;6
;;0;;0;0;0
;;0;;2;2;0
9;;;;1;4;
;;0;;0;0;0
14459;;562;;1525;6172;
14459;;562;;1525;6172;
;;525;;1453;5900;1811
56;;0;;5;14;
56;;;;;;
;;0;;0;0;0
37;;0;;;;
37;;;;;;
;;1;;5;19;0
19;;0;;;;6
18;;;;;;
;;0;;0;0;0
47;;;;;;
;;0;;2;2;0
9;;;;1;4;
11;;;;;;
;;0;;0;0;0
4695;;;;;;
;;122;;545;2087;438
254;;2;;15;;
254;;;;;;
;;2;;14;64;5
;;36;;79;285;
903;;;;;;
;;27;;79;283;88
345;;7;;;98;
345;;;;;;
;;6;;21;92;14
856;;91;;;;
791;;;;;;
;;56;;144;424;157
;;230;;435;1767;357
3089;;;;;;
;;209;;332;1505;331
234;;;;;;
;;3;;21;80;62
359;;15;;26;116;
359;;;;;;
;;15;;24;109;55
501;;7;;;;
521;;;;;;
;;5;;28;107;32
611;;27;;72;208;
611;;;;;;
;;24;;70;209;92
1266;;57;;;;
1266;;;;;;
;;38;;88;525;192
1041;;13;;75;;
1041;;;;;;
;;13;;66;326;310
173;;;;;;
;;4;;14;68;35
271364;;11252;;;;
65;;;;;;
3;;;;0;;1
3;;;;;;
5;;;;0;1;2
6;;;;;;
18;;0;;;1;
5;;;;;;
5;;;;;1;
97;;5;;;;
;;0;;1;8;2
;;21;;;;
;;28;;21;69;55
27;;1;;;;
;;0;;0;5;10
22;;;;;;
;;0;;1;4;3
42;;;;;;
;;0;;1;14;11
194;;;;;;
;;7;;8;45;63
57;;2;;;;
;;1;;3;22;3
;;0;;1;4;1
;;0;;2;3;3
;;0;;1;2;3
;;0;;4;21;0
;;11;;11;32;13
;;9;;9;27;13
;;1;;2;14;4
;;1;;2;13;4
827;;;;;;
;;4;;41;247;133
129;;1;;;20;
;;1;;4;11;3
17;;0;;;;
;;0;;1;5;0
10;;;;;;
;;1;;3;5;2
49;;1;;;;
;;0;;4;12;5
12;;0;;;;
;;0;;0;0;0
23;;1;;;;
;;1;;0;4;0
;;4;;31;101;73
33;;;;;;
;;1;;1;7;3
12;;;;;;
;;0;;0;1;0
13;;;;;;
;;0;;3;6;2
;;8;;21;63;20
99;;7;;;;
;;4;;11;46;3
53;;0;;;12;
;;0;;4;12;0
58;;2;;;;
;;1;;2;15;2
99;;;;;;
;;2;;2;19;9
;;6;;13;58;13
;;0;;0;6;23
;;2;;1;14;10
;;2;;1;13;10
;;2;;18;65;23
;;2;;16;55;23
;;0;;3;4;0
;;0;;3;4;0
106;;3;;;;
;;2;;23;54;13
;;7;;23;74;53
;;4;;22;66;38
91;;;;;;
;;1;;13;27;18
27;;0;;;;
;;0;;2;5;0
64;;0;;;;
;;1;;5;13;1
117;;2;;;;
;;1;;2;36;14
;;0;;1;8;2
20;;;;;;
;;0;;0;0;0
28;;0;;;;
;;0;;0;4;0
217;;7;;;;
;;8;;23;98;16
13;;0;;;;
;;0;;2;5;7
;;2;;12;50;14
102;;0;;;;
;;1;;12;37;7
;;0;;0;1;5
;;0;;0;1;5
65;;;;;;
;;0;;2;15;1
;;0;;0;2;1
;;0;;0;2;1
;;2;;6;22;40
87;;0;;;19;
;;0;;5;19;3
;;3;;19;92;27
;;4;;2;13;5
;;0;;2;9;3
;;16;;57;105;12
;;1;;6;60;7
174;;;;;;
;;13;;15;77;29
;;32;;72;332;51
;;0;;1;1;0
;;4;;;;
;;11;;43;96;20
;;50;;;;
;;19;;28;147;47
23;;0;;;4;
;;0;;1;4;3
;;2;;;;
;;1;;20;49;30
57;;0;;;;
;;0;;2;4;11
41;;1;;;;
;;1;;1;15;2
;;0;;1;6;1
;;0;;1;6;1
;;5;;21;68;5
;;5;;20;60;4
;;38;;110;463;51
;;136;;90;538;221
381;;35;;;;
;;26;;48;326;80
;;0;;6;26;5
;;12;;6;65;36
;;0;;0;11;6
72;;2;;;;
;;0;;2;22;8
256;;10;;;;
;;7;;11;64;58
;;40;;195;728;145
170;;8;;;71;
;;7;;11;72;6
